id,Kichwa,Spanish,Etiqueta
1312,paktachani,ecuacion o igualdad de valores,neutro
1313,paktachay,justicia,neutro
1314,paktachichin,responsabilizar.,neutro
1315,paktachichina,responsabilizar,neutro
1316,paktachik,responsable,neutro
1317,paktachik kuchu,angulo complementario,neutro
1318,paktachik tantachishka,conjunto complementario,neutro
1319,paktachikkuna,propiedades o relaciones,neutro
1320,paktachikuna,propiedades,neutro
1321,paktachiriy,asumir responsabilidad,neutro
1322,paktachiy,responsabilidad,bueno
1323,paktak,suficiente,neutro
1324,paktakamu,libro mayor,neutro
1325,paktakuchu,angulo recto,neutro
1326,paktakuchu kimsamanyachi,triangulo rectangulo,neutro
1327,"paktakuyuy, waskariklla",ritmo,neutro
1328,paktalla kawsay,equidad de genero,bueno
1329,paktama,jeme,neutro
1330,paktamanya,cateto menor,neutro
1331,paktanancha,resultado,neutro
1332,paktapuchu,diferencia simetrica,neutro
1333,paktara,cuidado,neutro
1334,paktaraki,divisibilidad,neutro
1335,paktarakikyuk pakiyupaykuna,fracciones homogeneas,neutro
1336,paktarakikyupay,maximo comun divisor,neutro
1337,paktarakirikyupay,maximo comun multiplo ,neutro
1338,paktay,objetivo,neutro
1339,paktayachay,curriculo,neutro
1340,paktayashka,equivalente,neutro
1341,paktayuyay,definicion,neutro
1342,paku,caf�,neutro
1343,pal anta,platano,neutro
1344,"palama, itha, añallu",insecto,neutro
1345,palamamiyu,insecticida,neutro
1346,pallana,cosechar,neutro
1347,pallay,cosechar,neutro
1348,palta,aguacate,neutro
1349,paltarikkuska,barra,neutro
1350,pamaway,cosmos,neutro
1351,pamaway nipa,elemento cosmico,neutro
1352,pamawayak,cosmico,neutro
1353,pamawyri,cosmico,neutro
1354,pampa,planicie,neutro
1355,pampa shuyukuna,figuras planas,neutro
1356,pampallpa,llanura,neutro
1357,pampawarmi,prostituta,malo
1358,panchi,febrero,neutro
1359,panchi killa,febrero,neutro
1360,pani,hermana hermano ,neutro
1361,pankakullki,billetes,neutro
1362,pankalli,"documento de identificacion, documento peque�o",neutro
1363,panta,confuso,neutro
1364,wampu allpa,pantano,neutro
1365,pantay,confusion,neutro
1366,papa,patata,neutro
1367,papaya,papaya,neutro
1368,parana,"demorar, durar en imbabura",neutro
1369,parkuna,regar,neutro
1370,paruk,pulmon,bueno
1371,pascal kutinkutinchi,esquema de paskal,neutro
1372,paskakuchu,angulo obtuso,neutro
1373,paskakuchu kimsamanyaychi,triangulo obtusangulo,neutro
1374,paskama,cuarta,neutro
1375,paskama-ukapa,cuarta de mano,neutro
1376,paskana,abrir,neutro
1377,paskarikra,braza longitud,neutro
1378,paskay,abrir,neutro
1379,pasña,adolescente mujer,neutro
1380,pata millma,vello puvico,neutro
1381,pata tullu,hueso puvico,neutro
1382,patarina,doblar,neutro
1383,patay,grado sexagecimal,neutro
1384,patayak:,tramo,neutro
1385,patayay,tramo,neutro
1386,patayayku,"intervalo, recorrido, rango",neutro
1387,patayku,minutos angulares,neutro
1388,pataykulla,segundos angulares,neutro
1389,patpa,pluma,neutro
1390,patpay,emplumar,neutro
1391,patsak,"cien, 100",neutro
1392,patsak piti,tanto por ciento,neutro
1393,patsakri,porcentaje,neutro
1394,patsakri shutichi,notacion porcentual,neutro
1395,patsakri shutichiy,notacion porcentual,neutro
1396,patsakrikrapampa,cuadra,neutro
1397,patsaktatkipampa,hectarea,neutro
1398,patsakwata,siglo,neutro
1399,pawana,volar,neutro
1400,pawkar,marzo,neutro
1401,pawkar,marzo,neutro
1402,pawkar killa,marzo,neutro
1403,pay,ella,neutro
1404,paya,vieja,neutro
1405,paya mama,anciana,neutro
1406,paya ruka,dedo pulgar,neutro
1407,payku,payco,neutro
1408,paykuna,ellas,neutro
1409,payllashka,pagado,neutro
1410,payllay,pagar,neutro
1411,paypachik,pertenencia,neutro
1412,paypaknay,pertencer,neutro
1413,peña,haka,neutro
1414,phacha,sabana,neutro
1415,phallkala,sien,neutro
1416,phanka,hoja,neutro
1417,phankalla,liviano,neutro
1418,phatsayana,separar,neutro
1419,phawachik anku,nervio,neutro
1420,phintu,"manta, trapo",neutro
1421,phintu ushuta,medias,neutro
1422,pichay,limpia,bueno
1423,"pichay, chuyay, mayllay","limpieza, aseo",neutro
1424,pichka,"cinco, 5",neutro
1425,pichka chunka,"cincuenta, 50",neutro
1426,pichka patsak,"quinientos, 500",neutro
1427,piki,pulga,neutro
1428,pillis,piojo del cuerpo,neutro
1429,pillpintu,mariposa,neutro
1430,pimill,alga acuatica,neutro
1431,pinkay,verguenza,neutro
1432,pinkullu,tobillo,neutro
1433,pinllu,lechero,neutro
1434,piruri,rol,neutro
1435,piruru,disco,neutro
1436,pirway,diagramacion,neutro
1437,pirwayay,maqueta,neutro
1438,kutama ,piramide natural,neutro
1439,pishiyak pakiyupay,fraccion propia,neutro
1440,pishiyashka,menor que,neutro
1441,pishku,"pajaro, ave",neutro
1442,"pishku, patpayuk",ave,neutro
1443,piti,poco,neutro
1444,pitikuska,segmento,neutro
1445,"pitina, kuchuna",cortar,neutro
1446,pituy,deseo amoroso,neutro
1447,"pityuk, chuskulli pukcha",arroba,neutro
1448,piñakuy,enfadado,neutro
1449,piñana,enfadarse,neutro
1450,piñashka,enojado,neutro
1451,patpasapa, plumaje,neutro
1452,chapak ,policia,neutro
1453,puchu,diferencia,neutro
1454,puchu tupati,cabo de vela,neutro
1455,puchuy,extra�o,neutro
1456,puka,rojo,neutro
1457,puka sara,maiz rojo,neutro
1458,pukara,lugares sagrados centros ceremoniales,neutro
1459,pukcha,quintal,neutro
1460,pukchiku,onza,neutro
1461,pukllana,jugar,neutro
1462,pukllay,deporte,neutro
1463,pukpu,"litro, botella",neutro
1464,pukshay akllay kamachik,tribunal electoral,neutro
1465,puku,plato,neutro
1466,pukuk,soplador,neutro
1467,pukukuk,productivo,neutro
1468,pukukun,"fecundo, fertil",bueno
1469,pukuna,cerbatana,neutro
1470,pukushka,encantado,neutro
1471,pukuy,produccion,neutro
1472,pukuyay,madurez,neutro
1473,pukyu,vertiente,neutro
1474,pullkanka,escudo,neutro
1475,pullkankayuk,escudero,neutro
1476,puma,puma,neutro
1477,puma-maki,pumamaqui,neutro
1478,punasuyu,region sierra,neutro
1479,puncha,dia,neutro
1480,punchaklla,claro,neutro
1481,punchankamu,libro diario,neutro
1482,punchanta kawsay,vida cotidiana,neutro
1483,punchayakun,alba,neutro
1484,puntu,vasija,neutro
1485,pupu,ombligo,neutro
1486,puray,relacion,bueno
1487,purichihallmay,segunda desyerbe,neutro
1488,purik,caminante,neutro
1489,purikacha,paseo,neutro
1490,purina,caminar,neutro
1491,purun,llanura abandonada,neutro
1492,purun wiwa,animal silvestre,neutro
1493,purutu,frejol,neutro
1494,pusak,"ocho, 8",neutro
1495,pusak chunka,"ochenta, 80",neutro
1496,pusak patsak,"ochocientos, 800",neutro
1497,pusakkamay,direccion,neutro
1498,pushak,lider,bueno
1499,pushakakllay,tribunal,neutro
1500,"pusku, hatki",acido,neutro
1501,"pusku, putuku",espuma,neutro
1502,putiha,unidad fundamental de la fanega,neutro
1503,putika,botija ,neutro
1504,putitupu,medida de volumen,neutro
1505,putu,galan,neutro
1506,putuk,trapecio,neutro
1507,putukuk,trapezoide,neutro
1508,puyuy,evaporacion,neutro
1509,puzun,estomago,neutro
1510,puñuna,dormir,neutro
1511,puñuyllak,insomnio,neutro
1512,raka,vagina,neutro
1513,? rakacha,zanahoria,neutro
1514,rakacha,zanahoria,neutro
1515,rakikyupay,denominador,neutro
1516,rakikyupaykuna,numeros divisores,neutro
1517,rakinakuy,distribucion,neutro
1518,rakinchi,submultiplo,neutro
1519,rakiri,"parte, seccion",neutro
1520,rakirikuska,partes,neutro
1521,rakirikyupay,numerador,neutro
1522,raku,grueso,neutro
1523,raku chunchulli,intestino grueso,neutro
1524,raku kushma,abrigo,neutro
1525,raku purutu,porotan,neutro
1526,rakuyay,grosor o espesor,neutro
1527,rantimpana,intercambiar.,neutro
1528,rantimpayni,reciprocidad.,neutro
1529,rantina,comprar,neutro
1530,rantinpa pankakuna,documentos comerciales,neutro
1531,"rantinpak, ayni",reciprocidad,neutro
1532,rantinpaktak,conmuntativa,neutro
1533,rantinpanka,factura,neutro
1534,rantinpankaku,tarjeta de credito,neutro
1535,ranziyu,"gringos, ingleses",neutro
1536,ranziyukunapak mamallakta,pais anglosajona,neutro
1537,rasu,salido agua,neutro
1538,rasuyay,solidificacion agua,neutro
1539,ratata,fuego energia,neutro
1540,ratata allpa,polvora,neutro
1541,ratata urku,fuego del volcan,neutro
1542,rawmay,podar,neutro
1543,rawrana,arder,neutro
1544,rawranay kaspikuchuna kapak,caballero de la ardiente espada,neutro
1545,rayku,ocasion,neutro
1546,raymi,"junio, fiesta",neutro
1547,raymi killa,junio,neutro
1548,razu,nevado,neutro
1549,rikcha,semejanza,neutro
1550,rikcha,"semejanza, congruencia",neutro
1551,rikcha kutirik,factor comun,neutro
1552,rikchachani,valor semejante,neutro
1553,rikchak,foto,neutro
1554,rikchak,"foto, fotografia, semejante",neutro
1555,rikchakmaytu,"carrete de fotos, rollo de pelicula para fotos",neutro
1556,rikchay/suyu,figura,neutro
1557,rikchayachiy,genetica,bueno
1558,rikra,brazo,neutro
1559,rikra uku,axila,neutro
1560,rikramuku,codo,neutro
1561,riksi,conocido,neutro
1562,riksichik yuyay,presentacion,neutro
1563,riksichikyuyay,presentacion,neutro
1564,riksina,conocer,neutro
1565,riksiri,identidad persona,neutro
1566,riksishka,conocido,neutro
1567,rikuchi,manifestacion,neutro
1568,rikuchik ruka,dedo indice,neutro
1569,rikuchikkuna,indicadores,neutro
1570,rikuchina,exponer,neutro
1571,rikuchishuyu,pictograma o icono,neutro
1572,rikuchiy,indice,neutro
1573,rikuna,mirar,neutro
1574,rikurayana,controlar,neutro
1575,rikurik,"vista, que se ha visto",neutro
1576,rikuypacha,paisaje,neutro
1577,rimak,hablante,neutro
1578,rimana,"relatar, hablar",neutro
1579,rimanakuna,dialogar,bueno
1580,rimarikuna,"expresiones, conversaciones",neutro
1581,rimayachakuy,seminario,neutro
1582,rimaykachay,discurso,neutro
1583,rimaytaki,copla,neutro
1584,rinri,oreja,neutro
1585,rinri kuru,caracol ,neutro
1586,rinrina,arete,neutro
1587,ripana,ir,neutro
1588,ripankalli,"boleto o ticket de avion, tren, autobus",neutro
1589,ritimuna,energia,neutro
1590,ritirina kuska,lugares energeticos,neutro
1591,ritiwayra,energia eolica,bueno
1592,ritiy,energia,neutro
1593,ruka,dedo,neutro
1594,ruku,viejo,neutro
1595,ruku yaya / ruku tayta,anciano,neutro
1596,rukutu uchu,aji� picante,neutro
1597,rumiyashka,fosil,neutro
1598,runa,ser humano,neutro
1599,runakak,ser humano,neutro
1600,runapachakay,humanidad,neutro
1601,runapak aycha,el cuerpo humano,bueno
1602,runashina,personaje,neutro
1603,runayay pacha yuyay,evolucion del hombre,neutro
1604,runpaki,pelota de futbol,neutro
1605,ruparishka,quemadura,neutro
1606,rupariykuna,combustion,neutro
1607,rurakay,"deber hacer, obligacion",neutro
1608,rurana,aplicar,neutro
1609,rurarayana,ejercitar,neutro
1610,rurarayana (w),ejercitar,neutro
1611,rurarayay,ejercitar,neutro
1612,rurashkayuyay,antecedente,neutro
1613,ruray,"funcion, edificar, construir",neutro
1614,ruray paktachi,rol funcion,neutro
1615,ruraykatichiy,programa agenda,neutro
1616,rurayri ñan,proceso operativo,neutro
1617,rurukuna,frutas,neutro
1618,ruwana,poncho,neutro
1619,mayu,rayo,neutro
1620,sacha,selva,neutro
1621,sacha wiwa,animal silvestre.,neutro
1622,sachana,forestar,neutro
1623,sachayu,silvestre,neutro
1624,sakina,"abandonar, dejar",neutro
1625,sakiriy,quedarse,neutro
1626,sakishka,"abandonado, dejado",malo
1627,sakma,bofetada,malo
1628,sakmay,abofetear,malo
1629,sakra,brujo,malo
1630,sakrachiy,hacer brujeria,malo
1631,sakray,"embrujar, hechizar, echar maleficios",malo
1632,saksana,hartar,neutro
1633,salliy,azufre,neutro
1634,samana,descansar,bueno
1635,samay,"aliento, respiracion",bueno
1636,samaytu,aura,neutro
1637,sami,"variedad, clase",neutro
1638,saminay,herencia,neutro
1639,saminchashka,bendito,neutro
1640,saminchay,bendecir viene de la tradicion de la cosecha,neutro
1641,samiyachiy,clasificacion,neutro
1642,sanka,"cerco, excavacion",neutro
1643,sanku,espeso,neutro
1644,sapalla,"viudo, viuda",neutro
1645,sapalla nipapurachi,correspondencia,neutro
1646,sapalla rikcha kutirik,factor comun monomio,neutro
1647,sapalla shuti,sustantivo individual,neutro
1648,sapallu,sapallo,neutro
1649,sapan,cada quien - cada uno,neutro
1650,sapan kawsaykuna,racismo,neutro
1651,sapansami chain,poblacion estadistica,neutro
1652,sapansami chani,poblacion estadistica,neutro
1653,sapapurachi,inyectiva,neutro
1654,sapi,raiz,neutro
1655,sapsi,caracterasticas,neutro
1656,"sapsi, imakay",caracterasticas,neutro
1657,sapsikuna,caracterasticas,neutro
1658,sara,maiz,neutro
1659,saran,rendija,neutro
1660,sarun / kaynapak kayna,anteayer,neutro
1661,sasa yuyay,oracion compuesta,neutro
1662,sasa yuyay (gt),oracion compuesta,neutro
1663,sasak,dificil,neutro
1664,sasamanta,dificilmente,neutro
1665,sasasapa,dificultad,neutro
1666,sasi,noviembre,neutro
1667,sasi killa,noviembre,neutro
1668,satina,meter,neutro
1669,satirishka,"metido, metiche",malo
1670,sawarina warmi,"novia, prometida",neutro
1671,saylla,hora,neutro
1672,sayllachik,horario,neutro
1673,sayllachikancha,husos horarios,neutro
1674,sayni,lila,neutro
1675,saywa,"lindero, limite",neutro
1676,sayway,limitacion,neutro
1677,sañukata,tejado,neutro
1678,"shanu, uki",caf� color,neutro
1679,shayak,vertical,neutro
1680,shaykushka,cansado,neutro
1681,shayri,tabaco,malo
1682,shayriyay,tabaquismo,malo
1683,"shañu, kiwi",caf� planta,neutro
1684,shikra,"bolso, cartera",neutro
1685,shikshi,comezon,neutro
1686,shimi,boca,neutro
1687,shimi kamachik,gramatica,neutro
1688,shimi kara,labio,neutro
1689,shimi kiru,diente,neutro
1690,shimi millma,bigote barba,neutro
1691,shimiki,silaba,neutro
1692,shimiku,morfema,neutro
1693,shimiku yuyay awariy,morfosintaxis,neutro
1694,shimikukancha yachay,morfologia,neutro
1695,shimininakuy,prometerse mutuamente,neutro
1696,shiminishka,promesa,bueno
1697,shiminiy,prometer,bueno
1698,shimisapa,chismoso,malo
1699,shimiyari,relacion,neutro
1700,shimiyuk kamu,diccionario,neutro
1701,shina,ejemplo,neutro
1702,shina imallichik,adverbio de modo,neutro
1703,"shinalla, rikchalla",parecido ,neutro
1704,shinashinalla,sencillo,neutro
1705,shipir,cura,neutro
1706,shiray,droga,malo
1707,shitana,"arrojar, tirar",neutro
1708,shiwi,anillo,neutro
1709,shuk,"uno, 1",neutro
1710,shuk patay paktachani,ecuacion de primer grado,neutro
1711,shukkuna,unos,neutro
1712,shukllamanta nipapurachi,correspondencia univoca,neutro
1713,shukllayashka,unidad,neutro
1714,shukniki kallari yachay,primer nivel,neutro
1715,shukniki patayay,primer tramo,neutro
1716,shuknipa yuyay,oracion unimembre,neutro
1717,shukta charik tantanakuykuna,potencias dominantes,neutro
1718,shuktak,otro,neutro
1719,shuktakkuna,otros,neutro
1720,shuktayachik,caso,neutro
1721,shuktayay,derivados,neutro
1722,shukyachina,fusionar,neutro
1723,shukyachishka,unificado ,neutro
1724,shunku,"nucleo, corazon",neutro
1725,shunku ruka / chawpi ruka,"dedo del corazon, dedo del medio",neutro
1726,shunku yuyay(w),idea central,neutro
1727,shunkuna,humildad,bueno
1728,shunkushka,presentimiento,neutro
1729,shunkuyuk,humilde,bueno
1730,shunkuyuyay,intencion,neutro
1731,shushuna,filtrar,neutro
1732,shutikuna,nomenclatura,neutro
1733,shutillatak,verdadero/a,neutro
1734,shutilli,adjetivo,neutro
1735,shutintak,en verdad,neutro
1736,shutipak rantikuna,pronombres personales,neutro
1737,shutipi (llaktapak shutipi),representacion,neutro
1738,shutiranti,pronombre,neutro
1739,shutiy,verdad,neutro
1740,shuwana,robar,malo
1741,shuyay,esperar,neutro
1742,shuyu,"imagen, dibujo, grafico",neutro
1743,shuyu nikichik,ordenador grafico,neutro
1744,shuyuchik chakata,rosa de los vientos,neutro
1745,shuyutupukamachi,sistema geometrico,neutro
1746,shuyutupukamay,geometria,neutro
1747,shuyutupukamaychi,sistema geometrico,neutro
1748,shuyutupumanya,figura geometrica,neutro
1749,siki,nalga,neutro
1750,siki tullu / siki chupa tullu,coxis,neutro
1751,siki utuku,ano,neutro
1752,siklla,gentil,neutro
1753,sinchi,duro,neutro
1754,sinchi aycha,musculo,neutro
1755,sinchi rumi,solido,neutro
1756,sinchi rumpa,esfera solida,neutro
1757,sinchi wiru,cilindro solido,neutro
1758,sinchikay,resistencia,neutro
1759,sinchikuy,esfuerzo,neutro
1760,sinchiruna,valiente,bueno
1761,sinchiyachik,acentuacion/ atrevido,neutro
1762,sinchiyachik unancha,signo de exclamacion,neutro
1763,sinchiyachiy,atreverse,neutro
1764,sinchiyashka,dureza,neutro
1765,sinchiyay,solidificacion,neutro
1766,sinchiyuyana,razon,neutro
1767,sinchiyuyarishka,razonado,neutro
1768,sinka,nariz,neutro
1769,sinka utuku,fosa nasal,neutro
1770,sinkanku,elefante,neutro
1771,sirana,coser,neutro
1772,sirik,horizontal,neutro
1773,sirina,acostar,neutro
1774,sirma,electricidad,neutro
1775,sirpa,traicion,malo
1776,sirpak,traidor,malo
1777,sirpashka,traicionado,malo
1778,sirpay,traicionar,malo
1779,sisa,flor,neutro
1780,siti,mu�eco,neutro
1781,sitwa,julio,neutro
1782,sitwa killa,julio,neutro
1783,suchu,paralitico,neutro
1784,sukta,"seis, 6",neutro
1785,sukta chunka,"sesenta, 60",neutro
1786,sukta pakta umiña,cubo o exaedro,neutro
1787,sukta patsak,"seiscientos, 600",neutro
1788,suktachishka tiksi umiña,poliedro hexagonal,neutro
1789,suktachishka umiña,poliedro hexagonal.,neutro
1790,suku,"gris, carrizo",neutro
1791,"sulka,kitilli",parroquia.,neutro
1792,"sulka,kitilli (w)",parroquia,neutro
1793,sumak,"bonito, hermoso, bello, rico, excelente",bueno
1794,sumak killka,caligrafia,bueno
1795,sumak kuska,"zona, lugar turistico",bueno
1796,sumak kuskakamay,turismo,bueno
1797,sumak kuskakuna,lugares turisticos,bueno
1798,sumak napaywan,saludos cordiales,bueno
1799,sumak rimariy,literario,neutro
1800,sumak rimay yachay,literatura.,neutro
1801,sumak rimayachak,literato,neutro
1802,sumak rimayachay,literatura,neutro
1803,sumak rimaysami,genero literario.,neutro
1804,sumak rimaysami (w),genero literario,neutro
1805,sumak yupay,"honra, honor",bueno
1806,sumakillka,caligrafia.,neutro
1807,sumakyachik rimay,figura literaria,neutro
1808,sumakyachik yura,planta ornamental,neutro
1809,sumakyachina,"respeto, respetuoso",neutro
1810,sumaychana - muchana,respetar,neutro
1811,sumaychay,respeto,neutro
1812,suni,longitud,neutro
1813,sunikuchu,angulo llano o plano,neutro
1814,sunisuytu,regla o regleta.,neutro
1815,sunitupu,medida de longitud,neutro
1816,suniwachi,jabalina,neutro
1817,suniyachik kuchu,angulo suplementario,neutro
1818,suniyak,linea,neutro
1819,"sunka,",barba,neutro
1820,"sunkana, tsunkana",absorber,neutro
1821,sunturpawkar,lanza,neutro
1822,"supa, pakpa, karachi",fibra cabuyo,neutro
1823,surkuy,sacar,neutro
1824,suytuyashka kullka,prisma rectangular,neutro
1825,suyu,region sierra,neutro
1826,suyu rikuchik iñu,puntos cardinales,neutro
1827,suyuta rikuchik anta,brujula,neutro
1828,taki,musica,neutro
1829,takina,cantar,neutro
1830,takina,tocar musica,neutro
1831,takiwayrariy,aerobico,neutro
1832,takzu,tacso,neutro
1833,tallpa,camisa,neutro
1834,talpa,blusa,neutro
1835,tampu,posta,neutro
1836,tampul,desorden,malo
1837,tampulyachay,conocimiento desordenado,bueno
1838,tanapay,"ayudar, favor",bueno
1839,tantachi unancha,signo de agrupacion.,neutro
1840,tantachina,agrupar,neutro
1841,tantachipakta,asociativa.,neutro
1842,tantachishka,conjunto,neutro
1843,tantachishka tantariy,union de conjuntos,neutro
1844,tantachishkakunapa kutinchipaktachi,propiedades de la interseccion,neutro
1845,tantachishkakunapa sami,clases de conjuntos,neutro
1846,tantachishkakunata paktachiy,complementacion de conjuntos,neutro
1847,tantachishkakunata raki,particion de conjuntos.,neutro
1848,tantachishkakunata rakiy,particion de conjuntos de conjuntos,neutro
1849,tantachishkakunata tukuyyachi,complementacion de conjuntos.,neutro
1850,tantachishkamanta anchuchi,diferencia de conjuntos,neutro
1851,tantachishkapa yapaypaktachikuna,propiedades de la union o adicion,neutro
1852,tantachishkata kutinkutinchi,conjunto potencia.,neutro
1853,tantachishkata kutinkutinchiy,conjunto potencia,neutro
1854,tantachiy,"agrupacion, recoger",neutro
1855,tantachiy rurayri,union de conjuntos,neutro
1856,tantachiy unancha,signo de agrupacion,neutro
1857,tantachiyachay,unidad didactica,neutro
1858,tantallalawsay,reino,neutro
1859,tantalli,"panecillo, pan peque�o",neutro
1860,tantanakuy,organizacion,neutro
1861,tantari yachaypa yupay,numero de la unidad.,neutro
1862,tantarikillka,acta.,neutro
1863,tantariku,subconjunto,neutro
1864,tantarimanta killka,acta,bueno
1865,tantarinakuy,asamblea,bueno
1866,tantariypa niki,orden del dia,neutro
1867,tapuk shutiranti,pronombre interrogativo,neutro
1868,tapuk yuyay,oracion interrogativa,neutro
1869,tapuy,preguntar,neutro
1870,tapuykutichina,entrevistar,neutro
1871,tapyaruna,mago,malo
1872,tapyay,embrujar,malo
1873,tarina,encontrar,bueno
1874,taripana,examen,neutro
1875,taripana.,investigar.,neutro
1876,taripapuk,juez,bueno
1877,taripay,averiguar,neutro
1878,taripayhapi,descubrir,neutro
1879,taririklla paktachik,complemento circunstancial,neutro
1880,tarpuna,sembrar,neutro
1881,tarpuy,sembrar,neutro
1882,tarpuymirariy,implementacion,neutro
1883,taruka,venado,neutro
1884,taslla,elegante,neutro
1885,tatki,minuto,neutro
1886,tatki chumpiku,cinta metrica,neutro
1887,tatkikutinchi,multiplo del metro,neutro
1888,tatkirakinchi,submultiplo del metro,neutro
1889,tawa,cuadrado,neutro
1890,tawakunapa puchu,diferencia de cuadrados.,neutro
1891,tawantin,precisicion,neutro
1892,tawantinsuyu,imperio,neutro
1893,tawasampa,corona grande de plumas de guacamayo,neutro
1894,tawasuyu,puntos cardinales,neutro
1895,tawatatki,metro cuadrado,neutro
1896,tawayashka kullka,prisma cuadrangular,neutro
1897,tawka,"mucho, bastante, montania",neutro
1898,tawka kawsay,pluricultural,bueno
1899,tawka kilkanancha kutinchichiy,factorizacion de polinomios en general,neutro
1900,tawka rikcha kutirik,factor comun polinomio.,neutro
1901,tawri,chocho,neutro
1902,tay,gol,neutro
1903,kurpa,tierra,buena
1904,thuka,saliva,buena
1905,allpa,tierra,buena
1906,yurak allpa,tierra blanca ,buena
1907,tsala allpa,tierra esteril,buena
1908,alli allpa,tierra fertil,buena
1909,yana allpa,tierra negra,buena
1910,puka allpa,tierra roja,buena
1911,tikrak shimiki, inversa,neutro
1912,tikrana,volver,neutro
1913,tikratarpuy,reforestacion,bueno
1914,tikray,"traducir, convertirse",bueno
1915,tiksi,base o bssico.,neutro
1916,tiksi yachaykuna,contenidos basicos,neutro
1917,tiksi yuyay,fundamentacion.,neutro
1918,tiksitupu,unidad de medida (fundamental,neutro
1919,tiksiy,fundar,bueno
1920,tiksiyay mutsuykuna,servicios basicos,bueno
1921,tinkina,unir,neutro
1922,tinkirik yuyay,oracion coordinada,neutro
1923,tinkuchik,concordancia,neutro
1924,titi,plomo,neutro
1925,titichaska,minerales,bueno
1926,titu,acrobacia,neutro
1927,tituyashka,gimnasia,bueno
1928,tiya mama,tia,neutro
1929,tiyak,existe,neutro
1930,tiyak chanikunata paktachik,balance situacional,bueno
1931,tiyak yupay,numero natural,neutro
1932,tiyashkata rikuchik,balance de comprobacion,neutro
1933,tiyay,posicion,neutro
1934,tiyu yaya / tiyu tayta,tio,neutro
1935,tsawar,penco,neutro
1936,tsia,"huevo de parásito, liendra",neutro
1937,tsiklla,recto,neutro
1938,tsiknina,odiar,malo
1939,tsini,ortiga,neutro
1940,tsini kuru,larva,neutro
1941,tsunka,sorbete,neutro
1942,tsunkana,chupar:,neutro
1943,tukapu,prenda de gala de mujer,neutro
1944,"tuku, putu,",tronco,neutro
1945,"tukuchina, puchukana",consumir,neutro
1946,tukuchiy,conclusion,neutro
1947,tukuna,disfraz,neutro
1948,tukuraya,generalidades,neutro
1949,tukurik,finito.,neutro
1950,tukurik tantachishka,conjunto finito,neutro
1951,tukurina,"acabar, terminar",neutro
1952,tukuriy,fin,neutro
1953,tukushka,efecto,neutro
1954,tukuy hillaykuna,aparatos de medicion,neutro
1955,tukuy shuti,nombre comun,neutro
1956,tukuy yupaychi,numeros reales,neutro
1957,tukuyllikuna,generalidades,neutro
1958,tukuyta shukllayachik,globalizacion,neutro
1959,tukuyyashka yupay,numero entero,neutro
1960,tukyana,erupcionar,neutro
1961,tukyay,explotar,neutro
1962,tullillak,invertebrado,neutro
1963,tullpu,color,neutro
1964,tullpukuna,colores,neutro
1965,tullpushka,tenido,neutro
1966,tullu,hueso,neutro
1967,tullupaki,fractura,neutro
1968,tulukancha,vivero,neutro
1969,tunkuri,esofago,neutro
1970,tupu,medida,neutro
1971,tupukamaychi,sistema de medida,neutro
1972,tupuna,medir,neutro
1973,tupuy,medida,neutro
1974,turi,hermano (harmana a hermano,neutro
1975,turu,lodo,neutro
1976,turuwan makiruray pacha,periodo formativo,neutro
1977,tushuna,danzar,neutro
1978,tuta,noche,neutro
1979,tuta suyu,oeste,neutro
1980,tutamanta,madrugada,neutro
1981,tutamikuy,cenar,neutro
1982,tutayana,anochecer,neutro
1983,tutura,totora,neutro
1984,uchilla,pequenio,neutro
1985,uchilla killka,letra minuscula,neutro
1986,uchilla tatki,segundo,neutro
1987,uchillakillka,minuscula.,neutro
1988,uchillayachishka yuyay,resumen.,neutro
1989,uchillayachishka yuyay (w),resumen,neutro
1990,uchu,aja,neutro
1991,uka,oca,neutro
1992,ukku,cuerpo humano,bueno
1993,ukkukara kuruta,cutaneo,bueno
1994,ukkukuyuchik,extremidad,bueno
1995,ukkukuyurikancha,motricidad,bueno
1996,ukkukuyuykamay,cultura fisica,bueno
1997,ukkunanchachiy,expresion corporal,bueno
1998,ukkupa kuskaritimuna,chakra)del cuerpo humano,bueno
1999,ukkurupay,fiebre,malo
2000,ukkuskayku,aparato,bueno
2001,ukkuyawri,organo,bueno
2002,ukllana,abrazar,bueno
2003,ukllay,abrazar,bueno
2004,uksha,paja,neutro
2005,uku,dentro,neutro
2006,uku kushma,camiseta,neutro
2007,ukucha,raton,neutro
2008,ukumari,oso,neutro
2009,ukunpuray,interrelacion,neutro
2010,ukururu,berro,neutro
2011,ukuyashka,concavo,neutro
2012,ulku,macho(animales)jh,bueno
2013,ullu,pene,bueno
2014,uma,cabeza,bueno
2015,uma ruka,"dedo de la cabeza, anular",bueno
2016,uma tullu,craneo,bueno
2017,umachi,enganio,malo
2018,umachik,"traidor, enganiador",malo
2019,umachiy,enganiar,malo
2020,umachuku,visera,neutro
2021,umamuskuy,fantasia,neutro
2022,umayarina,sensopercepcion,neutro
2023,umayuyana,imaginar,bueno
2024,umayuyay,imaginacion,bueno
2025,umiña,cubo o exaedro.,neutro
2026,umiñakunapa yapa-puchu,suma o diferencia de cubos perfectos.,bueno
2027,umiñatatki,metro cubico,neutro
2028,umutu,enano,neutro
2029,unaka,caramelo,neutro
